"施設名称","所在地","施設名かな","カテゴリ","分類","TEL","FAX","URL","URL2","バリアフリー情報","詳細情報","備考","経度","緯度","分類"
"扇町老人憩の家","大阪市北区山崎町5-22","おうぎまちろうじんいこいのいえ","会館・ホール","地域集会施設","06-6313-5754","","","","","","","135.5076729","34.7059470400003","地域集会施設"
"済美福祉センター","大阪市北区中崎西1-6-8","さいびふくしせんたー","会館・ホール","地域集会施設","06-6375-2100","","","","","","","135.5048086","34.7076976900004","地域集会施設"
"菅北福祉会館老人憩の家","大阪市北区池田町1-50","かんぼくふくしかいかんろうじんいこいのいえ","会館・ホール","地域集会施設","06-6882-4133","","","","","","","135.515257","34.7081274000003","地域集会施設"
"北野老人憩いの家","大阪市北区神山町15-12","きたのろうじんいこいのいえ","会館・ホール","地域集会施設","06-6362-8181","","","","","","","135.5050831","34.7042191000004","地域集会施設"
"堂島地域集会所","大阪市北区堂島2-2-26","どうじまちいきしゅうかいじょ","会館・ホール","地域集会施設","06-6345-8899","","","","","","","135.4941107","34.6971029900004","地域集会施設"
"豊仁地域集会所","大阪市北区長柄中3-4-2","ほうじんちいきしゅうかいじょ","会館・ホール","地域集会施設","06-6351-9730","","","","","","","135.5142697","34.7165679500003","地域集会施設"
"本庄地域集会所・老人憩いの家","大阪市北区本庄東2-4-39","ほんじょうちいきしゅうかいしょ・ろうじんいこいのいえ","会館・ホール","地域集会施設","06-6376-1123","","","","","","","135.5100142","34.7133562000003","地域集会施設"
"豊崎会館老人憩の家","大阪市北区豊崎4-7-1","とよさきかいかんろうじんいこいのいえ","会館・ホール","地域集会施設","06-6373-7998","","","","","","","135.501837","34.7122918300003","地域集会施設"
"豊崎福祉会館","大阪市北区豊崎7-1-18","とよさきふくしかいかん","会館・ホール","地域集会施設","","","","","","","","135.4996609","34.7141142000004","地域集会施設"
"中津福祉会館","大阪市北区中津3-4-37","なかつふくしかいかん","会館・ホール","地域集会施設","06-6375-5688","","","","","","","135.493317500001","34.7107204900004","地域集会施設"
"中津南老人憩の家","大阪市北区中津7-8-6","なかつみなみろうじんいこいのいえ","会館・ホール","地域集会施設","06-6371-7576","","","","","","","135.485819000001","34.7094110000004","地域集会施設"
"大淀福祉会館地域集会所・老人憩の家","大阪市北区大淀中3-12-8","おおよどふくしかいかんちいきしゅうかいじょ・ろうじんいこいのいえ","会館・ホール","地域集会施設","06-6451-7350","","","","","","","135.484631100001","34.7054000000004","地域集会施設"
"高殿老人憩の家（高殿会館）","大阪市旭区高殿6-16-5","たかどのろうじんいこいのいえ（たかどのかいかん）","会館・ホール","地域集会施設","","","","","","","","135.5459782","34.7185442000002","地域集会施設"
"高殿南地域集会所","大阪市旭区高殿3-21-1","たかどのみなみちいきしゅうかいじょ","会館・ホール","地域集会施設","","","","","","","","135.5404","34.7151000000002","地域集会施設"
"高殿南老人憩の家","大阪市旭区高殿3-21-1","たかどのみなみろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.5407451","34.7150439100003","地域集会施設"
"磯路会館老人憩の家","大阪市港区磯路3-3-20","いそじかいかんろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.458342000001","34.6643641000005","地域集会施設"
"港晴会館老人憩の家","大阪市港区港晴1-5-18","こうせいかいかんろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.444182700001","34.6557752000005","地域集会施設"
"港晴東会館老人憩の家","大阪市港区港晴3-11-6","こうせいひがしかいかんろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.441536300001","34.6590748000006","地域集会施設"
"三先憩いの家","大阪市港区三先1-14-9","みさきいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.454019300001","34.6602419000005","地域集会施設"
"市岡会館（老人憩の家・地域集会所）","大阪市港区市岡1-6-31","いちおかかいかん（ろうじんいこいのいえ・ちいきしゅうかいじょ）","会館・ホール","地域集会施設","","","","","","","","135.462775100001","34.6638421000005","地域集会施設"
"市岡元町憩の家・集会所","大阪市港区市岡元町2-2-12","いちおかもとまちいこいのいえ・しゅうかいじょ","会館・ホール","地域集会施設","","","","","","","","135.468177800001","34.6685279000005","地域集会施設"
"池島いこいの家","大阪市港区池島2-8-10","いけじまいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.449728200001","34.6567808000005","地域集会施設"
"築港会館老人憩いの家","大阪市港区築港2-4-24","ちっこうかいかんろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.433547100001","34.6517109000006","地域集会施設"
"田中会館老人憩の家","大阪市港区田中2-5-10","たなかかいかんろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.448413800001","34.6640361000005","地域集会施設"
"田中3丁目集会所","大阪市港区田中3-1-15","たなかさんちょうめしゅうかいじょ","会館・ホール","地域集会施設","","","","","","","","135.445943900001","34.6611142000005","地域集会施設"
"西区民センター","大阪市西区北堀江4-2-7","にしくみんせんたー","会館・ホール","区役所附設会館","06-6531-1400","06-6531-1402","","","","","","135.486390000001","34.6747000000004","区役所附設会館"
"こども文化センター","大阪市此花区西九条6-1-20","こどもぶんかせんたー","会館・ホール","教育施設","06-6460-7800","06-6460-9630","http://www.ko-bun.jp/","","https://www.osaka-heartfulweb.jp/061201.html","","","135.463532300001","34.6824653200005","教育施設"
"西船場会館","大阪市西区京町堀1-11-30","にしせんばかいかん","会館・ホール","地域集会施設","06-6446-5917","","","","","","","135.494628000001","34.6880221000004","地域集会施設"
"九条東連合地域集会所","大阪市西区九条1-11-19","くじょうひがしれんごうちいきしゅうかいじょ","会館・ホール","地域集会施設","06-4393-9111","","","","","","","135.476683100001","34.6749427400004","地域集会施設"
"九条南会館","大阪市西区九条南2-31-2","くじょうみなみかいかん","会館・ホール","地域集会施設","06-6582-0303","","","","","","","135.472563200001","34.6713417000004","地域集会施設"
"九条北連合会館","大阪市西区九条南4-19-2","くじょうきたれんごうかいかん","会館・ホール","地域集会施設","06-6582-8282","","","","","","","135.468113800001","34.6757248000005","地域集会施設"
"江戸堀連合会館","大阪市西区江戸堀3-8-1","えどぼりれんごうかいかん","会館・ホール","地域集会施設","06-6444-1122","","","","","","","135.486366700001","34.6848141000004","地域集会施設"
"西六福祉会館","大阪市西区新町2-13-1","さいろくふくしかいかん","会館・ホール","地域集会施設","06-6534-0874","","","","","","","135.4923232","34.6782033000004","地域集会施設"
"千代崎会館","大阪市西区千代崎2-16-15","ちよざきかいかん","会館・ホール","地域集会施設","06-6583-0811","","","","","","","135.478990000001","34.6731300000004","地域集会施設"
"堀江会館","大阪市西区南堀江1-13-23","ほりえかいかん","会館・ホール","地域集会施設","06-6543-1060","","","","","","","135.494347100001","34.6724668000004","地域集会施設"
"日吉集会所","大阪市西区南堀江4-22-8","ひよししゅうかいじょ","会館・ホール","地域集会施設","06-6534-0803","","","","","","","135.482681700001","34.6725883000004","地域集会施設"
"本田連合会館","大阪市西区本田3-5-14","ほんでんれんごうかいかん","会館・ホール","地域集会施設","06-6581-6292","","","","","","","135.474806800001","34.6778623400004","地域集会施設"
"明治会館","大阪市西区立売堀2-2-17","めいじかいかん","会館・ホール","地域集会施設","06-6541-0680","","","","","","","135.491014100001","34.6796439000004","地域集会施設"
"広教会館","大阪市西区立売堀4-6-14","こうきょうかいかん","会館・ホール","地域集会施設","06-6534-8690","","","","","","","135.486903000001","34.6793188000004","地域集会施設"
"靱会館","大阪市西区靱本町1-9-25","うつぼかいかん","会館・ホール","地域集会施設","06-6447-0022","","","","","","","135.495386000001","34.6851058000004","地域集会施設"
"高台連合会館","大阪市西区南堀江2-8-7","たかきやれんごうかいかん","会館・ホール","地域集会施設","06-6537-5560","","","","","","","135.491041100001","34.6703491000004","地域集会施設"
"男女共同参画センター南部館（クレオ大阪南）","大阪市平野区喜連西6-2-33","だんじょきょうどうさんかくせんたーなんぶかん（くれおおおさかみなみ）","会館・ホール","その他施設","06-6705-1100","06-6705-1140","http://www.creo-osaka.or.jp/south/index.html","","https://www.osaka-heartfulweb.jp/230711.html","","","135.5486217","34.6107363700002","その他施設"
"平野区民センター（コミュニティプラザ平野）","大阪市平野区長吉出戸5-3-58","ひらのくみんせんたー（こみゅにてぃぷらざひらの）","会館・ホール","区役所附設会館","06-6704-1200","06-6704-1421","https://www.city.osaka.lg.jp/shimin/page/0000016680.html","","","","","135.5696782","34.6089355800002","区役所附設会館"
"平野区民ホール","大阪市平野区平野南1-2-7","ひらのくみんほーる","会館・ホール","区役所附設会館","06-6790-4000","06-6790-4001","https://www.city.osaka.lg.jp/shimin/page/0000016682.html","","","","","135.5582605","34.6204679300002","区役所附設会館"
"加島・三津屋地区文化センター","大阪市淀川区加島1-57-20","かしまみつやちくぶんかせんたー","会館・ホール","地域集会施設","06-6300-5577","","","","","","","135.460714200001","34.7289170000005","地域集会施設"
"共同利用施設（北中島センター）","大阪市淀川区宮原5-3-13","きょうどうりようしせつ（きたなかじませんたー）","会館・ホール","その他施設","06-6392-7288","","","","","","","135.496098600001","34.7388100300004","その他施設"
"三国社会福祉会館","大阪市淀川区三国本町3-30-6","みくにしゃかいふくしかいかん","会館・ホール","地域集会施設","06-6399-2330","","","","","","","135.484052900001","34.7370676000004","地域集会施設"
"三津屋会館","大阪市淀川区三津屋南2-20-29","みつやかいかん","会館・ホール","地域集会施設","06-6300-5665","","","","","","","135.469833200001","34.7263891000005","地域集会施設"
"神津福祉会館","大阪市淀川区十三元今里2-2-45","かみつふくしかいかん","会館・ホール","地域集会施設","06-6390-1550","","","","","","","135.477757700001","34.7196252000004","地域集会施設"
"十三福祉会館","大阪市淀川区十三東5-1-23","じゅうそうふくしかいかん","会館・ホール","地域集会施設","06-6307-5656","","","","","","","135.484367000001","34.7237780000004","地域集会施設"
"共同利用施設（西三国センター）","大阪市淀川区十八条3-1-65","きょうどうりようしせつ（にしみくにせんたー）","会館・ホール","その他施設","06-6392-7180","","","","","","","135.489780000001","34.7450000000004","その他施設"
"新高社会福祉会館","大阪市淀川区新高4-10-16","にいたかしゃかいふくしかいかん","会館・ホール","地域集会施設","06-6392-2600","","","","","","","135.481249700001","34.7352690000004","地域集会施設"
"新北野福祉会館","大阪市淀川区新北野2-10-23","しんきたのふくしかいかん","会館・ホール","地域集会施設","06-6303-3939","","","","","","","135.477263800001","34.7141670000004","地域集会施設"
"共同利用施設（宮原センター）","大阪市淀川区西宮原1-6-12","きょうどうりようしせつ（みやはらせんたー）","会館・ホール","その他施設","06-6391-0801","","","","","","","135.490590000001","34.7324000000004","その他施設"
"共同利用施設（三国センター）","大阪市淀川区西三国3-18-12","きょうどうりようしせつ（みくにせんたー）","会館・ホール","その他施設","06-6392-7287","","","","","","","135.486850000001","34.7396100000004","その他施設"
"共同利用施設（西中島センター）","大阪市淀川区西中島3-11-11","きょうどうりようしせつ（にしなかじませんたー）","会館・ホール","その他施設","06-6304-4528","","","","","","","135.50021","34.7272100000003","その他施設"
"西中島社会福祉会館","大阪市淀川区西中島4-9-1","にしなかじましゃかいふくしかいかん","会館・ホール","地域集会施設","","","","","","","","135.4958502","34.7259280000004","地域集会施設"
"塚本福祉会館","大阪市淀川区塚本3-5-22","つかもとふくしかいかん","会館・ホール","地域集会施設","06-6300-5880","","","","","","","135.471730800001","34.7160658000005","地域集会施設"
"田川社会福祉会館","大阪市淀川区田川2-2-26","たがわしゃかいふくしかいかん","会館・ホール","地域集会施設","06-6390-6868","","","","","","","135.473608200001","34.7212281000004","地域集会施設"
"田川老人憩の家","大阪市淀川区田川北1-5-8","たがわろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.474667900001","34.7248622000004","地域集会施設"
"北中島社会福祉会館","大阪市淀川区東三国1-20-6","きたなかじましゃかいふくしかいかん","会館・ホール","地域集会施設","06-6397-8400","","","","","","","135.500408","34.7400530000004","地域集会施設"
"新東三国社会福祉会館","大阪市淀川区東三国2-22-10","しんひがしみくにしゃかいふくしかいかん","会館・ホール","地域集会施設","06-6397-7800","","","","","","","135.4994006","34.7433517400004","地域集会施設"
"共同利用施設（東三国センター）","大阪市淀川区東三国6-3-14","きょうどうりようしせつ（ひがしみくにせんたー）","会館・ホール","その他施設","06-6392-7181","","","","","","","135.496086700001","34.7449591300004","その他施設"
"木川憩の家","大阪市淀川区木川西3-3-22","きがわいこいのいえ","会館・ホール","地域集会施設","06-6390-8484","","","","","","","135.486458300001","34.7255688000004","地域集会施設"
"木川南社会福祉会館","大阪市淀川区木川東1-4-9","きがわみなみしゃかいふくしかいかん","会館・ホール","地域集会施設","06-6307-7474","","","","","","","135.492906000001","34.7235561000004","地域集会施設"
"野中福祉会館","大阪市淀川区野中南1-12-13","のなかふくしかいかん","会館・ホール","地域集会施設","06-6300-1414","","","","","","","135.484278100001","34.7276221000004","地域集会施設"
"淀川区民センター","大阪市淀川区野中南2-1-5","よどがわくみんせんたー","会館・ホール","区役所附設会館","06-6304-9120","","http://osakacommunity.jp/yodogawa/index.html","","","","","135.482603200001","34.7252620000004","区役所附設会館"
"宮原地域集会所老人憩の家","大阪市淀川区三国本町1-12-13","みやはらちいきしゅうかいじょろうじんいこいのいえ","会館・ホール","地域集会施設","06-6392-5562","","","","","","","135.486359600001","34.7308472000004","地域集会施設"
"大阪祭典なにわ区民ホール（浪速区民センター）","大阪市浪速区稲荷2-4-3","おおさかさいてんなにわくみんほーる（なにわくみんせんたー）","会館・ホール","区役所附設会館","06-6568-2171","06-6568-3171","https://www.osakacommunity.jp/naniwa-center/","","https://www.osaka-heartfulweb.jp/100301.html","","","135.490340000001","34.6647200000004","区役所附設会館"
"湊町リバープレイス","大阪市浪速区湊町1-3-1","みなとまちりばーぷれいす","会館・ホール","その他施設","06-4397-0571","06-4397-0573","https://www.oud.co.jp/riverplace/index.php","","https://www.osaka-heartfulweb.jp/100402.html","","","135.495220000001","34.6682900000004","その他施設"
"柏里会館","大阪市西淀川区柏里３丁目１７番１０号","かしわざとかいかん","会館・ホール","地域集会施設","06-6473-7555","","","","","","","135.465063800001","34.7124221000005","地域集会施設"
"柏花コミュニティ会館","大阪市西淀川区花川２丁目10番５号","かしはなこみゅにてぃかいかん","会館・ホール","地域集会施設","06-6478-9734(西淀川区役所)","","","","","","","135.466306200001","34.7088140000005","地域集会施設"
"野里コミュニティ会館","大阪市西淀川区野里２丁目１１番６号","のざとこみゅにてぃかいかん","会館・ホール","地域集会施設","06-6478-9734(西淀川区役所)","","","","","","","135.460342300001","34.7099361000005","地域集会施設"
"野里福祉会館","大阪市西淀川区野里2丁目３番１１号","のざとふくしかいかん","会館・ホール","地域集会施設","06-6474-6384","","","","","","","135.459783100001","34.7084030000005","地域集会施設"
"歌島コミュニティ会館","大阪市西淀川区歌島１丁目１９番１２号","うたじまこみゅにてぃかいかん","会館・ホール","地域集会施設","06-6478-9734(西淀川区役所)","","","","","","","135.462827700001","34.7159668000005","地域集会施設"
"白鳥会館","大阪市西淀川区歌島２丁目７番４号","はくちょうかいかん","会館・ホール","地域集会施設","06-6474-1220","","","","","","","135.463847100001","34.7143671000005","地域集会施設"
"香簔会館","大阪市西淀川区御幣島３丁目７番２０号","かみのかいかん","会館・ホール","地域集会施設","06-6473-8500","","","","","","","135.457185800001","34.7174750000005","地域集会施設"
"竹島コミュニティ会館","大阪市西淀川区竹島２丁目２番４０号","たけしまこみゅにてぃかいかん","会館・ホール","地域集会施設","06-6477-4981","","","","","","","135.454114300001","34.7235609000005","地域集会施設"
"佃会館","大阪市西淀川区佃２丁目１０番２号","つくだかいかん","会館・ホール","地域集会施設","06-6477-6550","","","","","","","135.445181200001","34.7129810000005","地域集会施設"
"佃第２会館","大阪市西淀川区佃２丁目２番５１号","つくだだい２かいかん","会館・ホール","地域集会施設","06-6478-9734(西淀川区役所)","","","","","","","135.446350100001","34.7115189000005","地域集会施設"
"大和田福祉会館","大阪市西淀川区大和田4-6-14","おおわだふくしかいかん","会館・ホール","地域集会施設","06-6477-5670","","","","","","","135.444799600001","34.7070063400005","地域集会施設"
"大和田会館","大阪市西淀川区大和田3-6-28","おおわだかいかん","会館・ホール","地域集会施設","06-6478-9734(西淀川区役所)","","","","","","","135.448224600001","34.7084486200005","地域集会施設"
"姫里コミュニティ会館","大阪市西淀川区姫里２丁目１４番２０号","ひめさとこみゅにてぃかいかん","会館・ホール","地域集会施設","06-6478-9734(西淀川区役所)","","","","","","","135.458057600001","34.7070309000005","地域集会施設"
"姫里老人憩の家","大阪市西淀川区姫里１丁目９番４号","ひめさとろうじんいこいのいえ","会館・ホール","地域集会施設","06-6478-9734(西淀川区役所)","","","","","","","135.462763700001","34.7054421000005","地域集会施設"
"姫島会館","大阪市西淀川区姫島4-2-12","ひめじまかいかん","会館・ホール","地域集会施設","06-6478-9734(西淀川区役所)","","","","","","","135.456346000001","34.7052426800005","地域集会施設"
"姫島老人憩の家","大阪市西淀川区姫島４丁目１０番１９号","ひめじまろうじんいこいのいえ","会館・ホール","地域集会施設","06-6478-9734(西淀川区役所)","","","","","","","135.453672300001","34.7050669000005","地域集会施設"
"福町会館","大阪市西淀川区福町２丁目４番１５号","ふくまちかいかん","会館・ホール","地域集会施設","06-6473-8108","","","","","","","135.441332800001","34.6978921000006","地域集会施設"
"寿会館","大阪市西淀川区百島1丁目１番２３号","ことぶきかいかん","会館・ホール","地域集会施設","06-6475-0297","","","","","","","135.440464400001","34.6974671000006","地域集会施設"
"川北コミュニティ会館","大阪市西淀川区中島1-9-26","かわきたこみゅにてぃかいかん","会館・ホール","地域集会施設","06-6477-3963","","","","","","","135.431400400001","34.7055117400006","地域集会施設"
"川北老人憩の家","大阪市西淀川区中島１丁目２３番２４号","かわきたろうじんいこいのいえ","会館・ホール","地域集会施設","06-6478-9734(西淀川区役所)","","","","","","","135.428281200001","34.7042560000006","地域集会施設"
"出来島会館","大阪市西淀川区出来島1-11-5","できしまかいかん","会館・ホール","地域集会施設","06-6478-9734(西淀川区役所)","","","","","","","135.439771300001","34.7087867900006","地域集会施設"
"出来島コミュニティ会館","大阪市西淀川区出来島１丁目１２番２５号","できじまこみゅにてぃかいかん","会館・ホール","地域集会施設","06-6474-2564","","","","","","","135.437493900001","34.7078669000006","地域集会施設"
"大野百島コミュニティ会館","大阪市西淀川区大野3-7-11","おおのひゃくしまこみゅにてぃかいかん","会館・ホール","地域集会施設","06-6478-9734(西淀川区役所)","","","","","","","135.439321000001","34.6980359100006","地域集会施設"
"千舟会館","大阪市西淀川区千舟３丁目４番３号","ちぶねかいかん","会館・ホール","地域集会施設","06-6474-5052","","","","","","","135.451083100001","34.7090610000005","地域集会施設"
"姫島福祉会館","大阪市西淀川区姫島４丁目１４番２０号（姫島公園内）","ひめじまふくしかいかん","会館・ホール","地域集会施設","06-6478-9734(西淀川区役所)","","","","","","","135.452275000001","34.7044831000005","地域集会施設"
"餌差会館","大阪市天王寺区餌差町7‐14","えさしかいかん","会館・ホール","地域集会施設","06‐6768‐3472","","","","","","","135.5265059","34.6712061000003","地域集会施設"
"高倉老人憩の家","大阪市都島区御幸町2-5-25","たかくらろうじんいこいのいえ","会館・ホール","地域集会施設","06-6921-5930","","","","","","","135.5331671","34.7158502000003","地域集会施設"
"みゆきコミュニティホール","大阪市都島区御幸町2-6-20","みゆきこみゅにてぃほーる","会館・ホール","地域集会施設","06-6922-3961","","","","","","","135.53511","34.7157300000003","地域集会施設"
"中野福祉会館","大阪市都島区中野町3-4-24","なかのふくしかいかん","会館・ホール","地域集会施設","06-6354-2699","","","","","","","135.5269658","34.7018257900003","地域集会施設"
"西都島福祉会館（新館）","大阪市都島区都島本通2-13-39","にしみやこじまふくしかいかん（しんかん）","会館・ホール","地域集会施設","06-6925-2226","","","","","","","135.5249031","34.7078499000003","地域集会施設"
"高倉福祉会館","大阪市都島区御幸町2-5-25","たかくらふくしかいかん","会館・ホール","地域集会施設","06-6921-5930","","","","","","","135.5331611","34.7159222000003","地域集会施設"
"大東老人憩の家","大阪市都島区大東町2-19-16","だいとうろうじんいこいのいえ","会館・ホール","地域集会施設","06-6928-2945","","","","","","","135.52695","34.7255700000003","地域集会施設"
"大東会館","大阪市都島区大東町2-19-16","だいとうかいかん","会館・ホール","地域集会施設","06-6928-2945","","","","","","","135.5269","34.7256000000003","地域集会施設"
"都島区民センター（まるよし精肉店 都島区民センター）","大阪市都島区中野町2-16-25","みやこじまくみんせんたー","会館・ホール","区役所附設会館","06-6352-6100","","https://www.city.osaka.lg.jp/shimin/page/0000016601.html","","https://www.osaka-heartfulweb.jp/020301.html","","","135.528199","34.7009350000003","区役所附設会館"
"中野老人憩の家","大阪市都島区中野町3-4-24","なかのろうじんいこいのいえ","会館・ホール","地域集会施設","06-6354-2699","","","","","","","135.5269706","34.7017347800003","地域集会施設"
"西都島老人憩の家","大阪市都島区都島本通2-13-53","にしみやこじまろうじんいこいのいえ","会館・ホール","地域集会施設","06-6921-4349","","","","","","","135.5249327","34.7077831000003","地域集会施設"
"西都島福祉会館","大阪市都島区都島本通2-13-53","にしみやこじまふくしかいかん","会館・ホール","地域集会施設","06-6921-4349","","","","","","","135.5250109","34.7077499000003","地域集会施設"
"東都島老人憩の家","大阪市都島区都島本通4-10-11","ひがしみやこじまろうじんいこいのいえ","会館・ホール","地域集会施設","06-6928-7367","","","","","","","135.5314309","34.7070560000003","地域集会施設"
"東都島福祉会館","大阪市都島区都島本通4-6-7","ひがしみやこじまふくしかいかん","会館・ホール","地域集会施設","06-6928-7367","","","","","","","135.5324361","34.7064608000003","地域集会施設"
"桜宮老人憩の家","大阪市都島区東野田町1-10-15","さくらのみやろうじんいこいのいえ","会館・ホール","地域集会施設","06-6948-5505","","","","","","","135.5268751","34.6966000000003","地域集会施設"
"桜宮福祉会館","大阪市都島区東野田町1-10-15","さくらのみやふくしかいかん","会館・ホール","地域集会施設","06-6948-5505","","","","","","","135.5268812","34.6965390000003","地域集会施設"
"内代老人憩の家","大阪市都島区内代町2-2-36","うちんだいろうじんいこいのいえ","会館・ホール","地域集会施設","06-6953-7705","","","","","","","135.5350529","34.7114610000003","地域集会施設"
"内代福祉会館","大阪市都島区内代町2-2-36","うちんだいふくしかいかん","会館・ホール","地域集会施設","06-6953-7705","","","","","","","135.5350576","34.7113690000003","地域集会施設"
"淀川地域老人憩の家","大阪市都島区毛馬町2-11-44","よどがわちいきろうじんいこいのいえ","会館・ホール","地域集会施設","06-6927-1633","","","","","","","135.52219","34.7223200000003","地域集会施設"
"淀川福祉会館","大阪市都島区毛馬町2-11-44","よどがわふくしかいかん","会館・ホール","地域集会施設","06-6927-1633","","","","","","","135.522194","34.7222308000003","地域集会施設"
"友渕老人憩の家","大阪市都島区友渕町1-3-110","ともぶちろうじんいこいのいえ","会館・ホール","地域集会施設","06-6922-8618","","","","","","","135.5274471","34.7202000000003","地域集会施設"
"友渕福祉会館","大阪市都島区友渕町1-3-110","ともぶちふくしかいかん","会館・ホール","地域集会施設","06-6922-8618","","","","","","","135.5274808","34.7201501000003","地域集会施設"
"森之宮西憩の家","大阪市城東区森之宮1-3-101","もりのみやにしいこいのいえ","会館・ホール","地域集会施設","06-6930-9857（区役所)","","","","","","","135.5363142","34.6819719000003","地域集会施設"
"東住吉区民ホール","大阪市東住吉区東田辺1-13-4","ひがしすみよしくみんほーる","会館・ホール","区役所附設会館","06-4399-9734","","","","","","","135.5266","34.6221000000003","区役所附設会館"
"東住吉会館","大阪市東住吉区東田辺2-11-28","ひがしすみよしかいかん","会館・ホール","区役所附設会館","06-6699-1100","","https://www.osakacommunity.jp/higashisumiyoshi-kaikan/","","https://www.osaka-heartfulweb.jp/220301.html","","","135.52708","34.6207000000003","区役所附設会館"
"平野区画整理記念会館","大阪市東住吉区中野2-7-16","ひらのくかくせいりきねんかいかん","会館・ホール","地域集会施設","06-6702-0513","","","","","","","135.5403","34.6224000000003","地域集会施設"
"育和社会福祉会館","大阪市東住吉区杭全2-11-14","いくわしゃかいふくしかいかん","会館・ホール","地域集会施設","06-6713-2878","","","","","","","135.5374","34.6371000000003","地域集会施設"
"白鷺憩の家","大阪市東住吉区今川6-8-37","しらさぎいこいのいえ","会館・ホール","地域集会施設","06-6706-8591","","","","","","","135.5411","34.6265000000003","地域集会施設"
"桑津会館","大阪市東住吉区桑津5-14-21","くわづかいかん","会館・ホール","地域集会施設","06-6713-2871","","","","","","","135.5313","34.6359000000003","地域集会施設"
"桑津中央会館","大阪市東住吉区桑津3-6-1","くわづちゅうおうかいかん","会館・ホール","地域集会施設","06-6713-7383","","","","","","","135.5299","34.6387000000003","地域集会施設"
"北田辺会館","大阪市東住吉区北田辺1-8-4","きたたなべかいかん","会館・ホール","地域集会施設","06-6714-9980","","","","","","","135.5242","34.6366000000003","地域集会施設"
"友愛センター北田辺","大阪市東住吉区北田辺6-11-4","ゆうあいせんたーきたたなべ","会館・ホール","地域集会施設","06-6621-9900","","","","","","","135.5275","34.6305000000003","地域集会施設"
"北田辺文化会館","大阪市東住吉区山坂1-4-3","きたたなべぶんかかいかん","会館・ホール","地域集会施設","06-6621-9900","","","","","","","135.524","34.6298000000003","地域集会施設"
"田辺中央会館","大阪市東住吉区田辺2-11-8","たなべちゅうおうかいかん","会館・ホール","地域集会施設","06-6628-3308","","","","","","","135.5277","34.6257000000003","地域集会施設"
"駒川文化センター","大阪市東住吉区駒川3-26-1","こまがわぶんかせんたー","会館・ホール","地域集会施設","06-6628-0045","","","","","","","135.5302","34.6234000000003","地域集会施設"
"南田辺会館","大阪市東住吉区南田辺1-10-32","みなみたなべかいかん","会館・ホール","地域集会施設","06-6623-6050","","","","","","","135.5229","34.6212000000003","地域集会施設"
"東田辺会館","大阪市東住吉区駒川4-10-5","ひがしたなべかいかん","会館・ホール","地域集会施設","06-6608-7621","","","","","","","135.5325","34.6207000000003","地域集会施設"
"南百済会館","大阪市東住吉区針中野4-12-39","みなみくだらかいかん","会館・ホール","地域集会施設","06-6707-2117","","","","","","","135.5376","34.6175000000003","地域集会施設"
"湯里社会福祉会館","大阪市東住吉区湯里5-7-3","ゆざとしゃかいふくしかいかん","会館・ホール","地域集会施設","06-6702-8349","","","","","","","135.5361","34.6103000000003","地域集会施設"
"鷹合会館","大阪市東住吉区鷹合4-1-3","たかあいかいかん","会館・ホール","地域集会施設","06-6606-4524","","","","","","","135.5309","34.6128000000003","地域集会施設"
"今川福祉会館","大阪市東住吉区今川4-23-7","いまがわふくしかいかん","会館・ホール","地域集会施設","06-6705-2388","","","","","","","135.5347","34.6272000000003","地域集会施設"
"うるし堤会館","大阪市東住吉区今川1-1-14","うるしづつみかいかん","会館・ホール","地域集会施設","06-6713-9933","","","","","","","135.5349","34.6309000000003","地域集会施設"
"今川文化会館","大阪市東住吉区中野3-1-2","いまがわぶんかかいかん","会館・ホール","地域集会施設","06-6797-3966","","","","","","","135.537","34.6214000000003","地域集会施設"
"今川地域振興センター","大阪市東住吉区西今川3-6-7","いまがわちいきしんこうせんたー","会館・ホール","地域集会施設","06-6703-0098","","","","","","","135.5317","34.6253000000003","地域集会施設"
"矢田北会館","大阪市東住吉区照ヶ丘矢田1-13-16","やたきたかいかん","会館・ホール","地域集会施設","06-6797-6966","","","","","","","135.5355","34.6063000000003","地域集会施設"
"住道矢田福祉会館","大阪市東住吉区住道矢田9-1-5","すんじやたふくしかいかん","会館・ホール","地域集会施設","06-6797-1131","","","","","","","135.5404","34.6021000000003","地域集会施設"
"矢田中連合町会事務所","大阪市東住吉区矢田4-10-6","やたなかれんごうちょうかいじむしょ","会館・ホール","地域集会施設","06-6697-1552","","","","","","","135.5314","34.6035000000003","地域集会施設"
"矢田中ひまわり会館","大阪市東住吉区矢田3-8-7","やたなかひまわりかいかん","会館・ホール","地域集会施設","06-6695-2880","","","","","","","135.5292","34.6052000000003","地域集会施設"
