"施設名称","所在地","施設名かな","カテゴリ","分類","TEL","FAX","URL","URL2","バリアフリー情報","詳細情報","備考","経度","緯度","分類"
"高松南公園","大阪市阿倍野区天王寺町南3丁目12","たかまつみなみこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5259858","34.6399079000003","公園"
"睦児童遊園","大阪市阿倍野区天王寺町北2-2","むつみじどうゆうえん","公園・スポーツ","児童遊園・広場","","","","","","","","135.5248559","34.6474251000003","児童遊園・広場"
"曙児童遊園","大阪市阿倍野区天王寺町北2-24","あけぼのじどうゆうえん","公園・スポーツ","児童遊園・広場","","","","","","","","135.523117","34.6449612000003","児童遊園・広場"
"高松公園","大阪市阿倍野区天王寺町北3丁目17","たかまつこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.524519","34.6439638000003","公園"
"此花屋内プール","大阪市此花区西九条5-4-21","このはなおくないぷーる","公園・スポーツ","体育施設","06-6465-6700","06-6465-6750","https://fitness21.or.jp/jigyo-shitei/shitei_konohana/","","https://www.osaka-heartfulweb.jp/040606.html","","","135.464580300001","34.6835765300005","体育施設"
"此花スポーツセンター","大阪市此花区西九条6-1-27","このはなすぽーつせんたー","公園・スポーツ","体育施設","06-6465-5800","06-6465-5816","http://osakashi.opas.jp/chikubetu/seibu/konohana/konohanasportscenter/index.html","","https://www.osaka-heartfulweb.jp/040601.html","","","135.463586700001","34.6816534400005","体育施設"
"舞洲障がい者スポーツセンター（アミティ舞洲）","大阪市此花区北港白津2-1-46","まいしましょうがいしゃすぽーつせんたー（あみてぃまいしま）","公園・スポーツ","体育施設","06-6465-8200","06-6465-8207","http://www.fukspo.org/maishimassc/","","https://www.osaka-heartfulweb.jp/040602.html","","","135.408079900001","34.6679195800007","体育施設"
"おおきにアリーナ舞洲（舞洲アリーナ）","大阪市此花区北港緑地2","おおきにありーなまいしま（まいしまありーな）","公園・スポーツ","体育施設","06-6460-1011","","https://human-arena.com","","","http://www.sports.city.osaka.jp/sports/sa/tb/i/2/0/0/54/0/20540008/d.html","","135.397630900001","34.6656438000008","体育施設"
"東淀川体育館","大阪市東淀川区東中島4-4-4","ひがしよどがわたいいくかん","公園・スポーツ","体育施設","06-6321-0003","06-6321-0044","http://osakashi.opas.jp/chikubetu/hokubu/hiyodo/taiikukan/index.html","","https://www.osaka-heartfulweb.jp/130602.html","","","135.5052976","34.7326648000003","体育施設"
"相川南児童遊園","大阪市東淀川区相川2-14","あいかわみなみじどうゆうえん","公園・スポーツ","児童遊園・広場","","","","","","","","135.536583","34.7569059000003","児童遊園・広場"
"住之江抽水所せせらぎの里","大阪市住之江区泉2-1-92","すみのえちゅうすいしょせせらぎのさと","公園・スポーツ","公園","06-6686-1240","06-6686-1341","https://www.city.osaka.lg.jp/kensetsu/page/0000010427.html","","","ふるさとをイメージした、せせらぎや池、水田、水車小屋などがあります。敷地内には、約130種の植物があり、四季を通じて楽しんでいただけます。せせらぎの水は、住之江抽水所の建物に降った雨を集めて使っています。また、抽水所の建物の屋上を利用した多目的グラウンドもあり、種々のスポーツが楽しめます。","","135.462837100001","34.6146888000005","公園"
"西九条公園","大阪市此花区西九条5-4","","公園・スポーツ","公園","","","","","","街区公園","","135.465249700001","34.6839801100005","公園"
"西九条上公園","大阪市此花区西九条1-30","にしくじょうかみこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.467522300001","34.6817112000005","公園"
"西九条南公園","大阪市此花区西九条2-1","にしくじょうみなみこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.465691700001","34.6797329000005","公園"
"西九条西公園","大阪市此花区西九条4-4","","公園・スポーツ","公園","","","","","","街区公園","","135.464143500001","34.6815428300005","公園"
"梅香東公園","大阪市此花区梅香1-3","","公園・スポーツ","公園","","","","","","街区公園","","135.459780000001","34.6823300000005","公園"
"梅香公園","大阪市此花区梅香3-3","","公園・スポーツ","公園","","","","","","街区公園","","135.455637400001","34.6814767300005","公園"
"春日出公園","大阪市此花区春日出南1-2","","公園・スポーツ","公園","","","","","","近隣公園","","135.457920000001","34.6792200000005","公園"
"千鳥橋公園","大阪市此花区四貫島1-1","ちどりばしこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.457361000001","34.6856188000005","公園"
"四貫島西公園","大阪市此花区四貫島2-25(高架下)","しかんじまにしこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.452621900001","34.6849079000005","公園"
"此花公園","大阪市此花区春日出北1-5","","公園・スポーツ","公園","","","","","","街区公園","","135.450545300001","34.6824893800005","公園"
"春日出中公園","大阪市此花区春日出中1-26","かすがでなかこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.451919200001","34.6815531000005","公園"
"酉島公園","大阪市此花区酉島6-1","とりしまこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.435236200001","34.6833060000006","公園"
"桜島公園","大阪市此花区桜島3-5","さくらじまこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.428300000001","34.6617079000006","公園"
"高見公園","大阪市此花区高見1-5","","公園・スポーツ","公園","","","","","","街区公園","","135.458613800001","34.6914829200005","公園"
"伝法東公園","大阪市此花区伝法2-11","","公園・スポーツ","公園","","","","","","街区公園","","135.455090000001","34.6878600000005","公園"
"伝法南公園","大阪市此花区伝法4-7(高架下)","でんぽうみなみこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.451855900001","34.6866921000005","公園"
"伝法中公園","大阪市此花区伝法3-14(高架下)","でんぽうなかこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.450424900001","34.6887308000005","公園"
"嬉ヶ崎公園","大阪市此花区朝日2-1(高架下)","きがさきこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.462686200001","34.6860081000005","公園"
"島屋公園","大阪市此花区島屋3-3","しまやこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.443467200001","34.6765670000006","公園"
"西九条小公園","大阪市此花区西九条3-8","にしくじょうしょうこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.466110800001","34.6842578000005","公園"
"春日出南公園","大阪市此花区春日出南2-10","かすがでみなみこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.453557800001","34.6783581000005","公園"
"千鳥橋みどり公園","大阪市此花区伝法1-2","","公園・スポーツ","公園","","","","","","街区公園","","135.460360000001","34.6888100000005","公園"
"春日出北公園","大阪市此花区春日出北2-16","かすができたこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.447450300001","34.6823579000005","公園"
"酉島南公園","大阪市此花区酉島3-19","とりしまみなみこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.439189000001","34.6826859000006","公園"
"伝法北公園","大阪市此花区伝法3-7","でんぽうきたこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.452528300001","34.6908001000005","公園"
"酉島中公園","大阪市此花区酉島3-13","とりしまなかこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.441749900001","34.6823221000006","公園"
"伝法西公園","大阪市此花区伝法5-3","でんぽうにしこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.446908000001","34.6870500000005","公園"
"伝法公園","大阪市此花区伝法3-14","","公園・スポーツ","公園","","","","","","近隣公園","","135.450088800001","34.6896198200005","公園"
"高見北公園","大阪市此花区高見1-7","たかみきたこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.459843700001","34.6928332000005","公園"
"朝日橋公園","大阪市此花区西九条6-1","","公園・スポーツ","公園","","","","","","近隣公園","","135.462335300001","34.6810732100005","公園"
"高見西公園","大阪市此花区高見3-14","たかみにしこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.455438800001","34.6921248000005","公園"
"舞洲緑地","大阪市此花区北港緑地2-3","","公園・スポーツ","公園","6460-9855","","","","","","","135.393967400001","34.6635733700008","公園"
"遠里小野3丁目第2児童遊園","大阪市住吉区遠里小野3丁目13番","おりおのさんちょうめだいにじどうゆうえん","公園・スポーツ","児童遊園・広場","","","","","","","","135.4995558","34.5930891000004","児童遊園・広場"
"遠里小野公園","大阪市住吉区遠里小野5丁目19番","おりおのこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.493383000001","34.5991808000004","公園"
"おりおの南公園","大阪市住吉区遠里小野7-5","","公園・スポーツ","公園","","","","","","街区公園","","135.492480000001","34.5969300000004","公園"
"沢之町公園","大阪市住吉区南住吉3-15","","公園・スポーツ","公園","","","","","","近隣公園","","135.5019345","34.6043212500004","公園"
"我孫子公園","大阪市住吉区我孫子5丁目2番","あびここうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5074142","34.5996999000003","公園"
"我孫子東公園","大阪市住吉区我孫子東2丁目9番","あびこひがしこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5112","34.5988921000003","公園"
"苅田10公園","大阪市住吉区苅田10丁目10番","かりた１０公園","公園・スポーツ","公園","","","","","","街区公園","","135.5148139","34.5926221000003","公園"
"瑞西児童遊園","大阪市東淀川区瑞光3-1","ずいにしじどうゆうえん","公園・スポーツ","児童遊園・広場","","","","","","","","135.5426277","34.7502781000003","児童遊園・広場"
"瑞光第2児童遊園","大阪市東淀川区瑞光4-2","ずいこうだいにじどうゆうえん","公園・スポーツ","児童遊園・広場","","","","","","","","135.5450747","34.7512859000002","児童遊園・広場"
"くにじまスポーツ","東淀川区柴島3-11-139","くにじますぽーつ","公園・スポーツ","体育施設","06-6323-9719","","https://www.kunijima-tennis-sports.com/","","","","","135.5151251","34.7326110000003","体育施設"
"東淀川屋内プール","大阪市東淀川区東淡路1-4-53","ひがしよどがわおくないぷーる","公園・スポーツ","体育施設","06-6325-5077","06-6325-5065","http://osakashi.opas.jp/chikubetu/hokubu/hiyodo/pool/index.html","","https://www.osaka-heartfulweb.jp/130603.html","","","135.519718","34.7337997600003","体育施設"
"東淀川トレーニングルーム","大阪市東淀川区東淡路1-4-53","ひがしよどがわとれーにんぐるーむ","公園・スポーツ","体育施設","06-6325-5077","06-6325-5065","http://osakashi.opas.jp/chikubetu/hokubu/hiyodo/pool_training/index.html","","06-6325-5077","","","135.5197443","34.7339719000003","体育施設"
"くにじまテニスコート","東淀川区柴島1-3-21","くにじまてにすこーと","公園・スポーツ","体育施設","06-6325-2231","","https://www.kunijima-tennis-sports.com/","","","","","135.506122","34.7265611000003","体育施設"
"東淀川スポーツセンター","大阪市東淀川区東淡路1-4-21","ひがしよどがわすぽーつせんたー","公園・スポーツ","体育施設","06-6321-7182","06-6321-7486","http://osakashi.opas.jp/chikubetu/hokubu/hiyodo/spocen/index.html","","https://www.osaka-heartfulweb.jp/130601.html","","","135.5196396","34.7348059100003","体育施設"
"瑞光コーポちびっこ広場","大阪市東淀川区瑞光4-11","ずいこうこーぽちびっこひろば","公園・スポーツ","児童遊園・広場","","","","","","","","135.5478863","34.7529890000002","児童遊園・広場"
"豊里中央公園","大阪市東淀川区豊里5-14","とよさとちゅうおうこうえん","公園・スポーツ","公園","06-6309-0008","","","","","近隣公園","","135.5428517","34.7412317900002","公園"
"聖天山公園","大阪市阿倍野区松虫通3-2","","公園・スポーツ","公園","","","","","","近隣公園","","135.5033568","34.6354197500003","公園"
"長池ちびっこ広場","大阪市阿倍野区桃ヶ池町1-13","ながいけちびっこひろば","公園・スポーツ","児童遊園・広場","","","","","","","","135.519431","34.6282691000003","児童遊園・広場"
"晴明通児童遊園","大阪市阿倍野区晴明通3","せいめいどおりじどうゆうえん","公園・スポーツ","児童遊園・広場","","","","","","","","135.5075139","34.6331469000003","児童遊園・広場"
"苅田北公園","大阪市住吉区苅田2丁目11番","かりたきたこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.515272","34.6040000000003","公園"
"苅田中公園","大阪市住吉区苅田6丁目16番","かりたなかこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5176469","34.5992500000003","公園"
"苅田南公園","大阪市住吉区苅田9丁目5番","かりたみなみこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.516125","34.5972279000003","公園"
"桃ヶ池公園","大阪市阿倍野区桃ヶ池町1-6外","","公園・スポーツ","公園","","","","","","地区公園","","135.52145","34.6308200000003","公園"
"美章園公園","大阪市阿倍野区美章園2丁目13","びしょうえんこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5253033","34.6391000000003","公園"
"文の里公園","大阪市阿倍野区文の里3丁目6","ふみのさとこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5216078","34.6365062000003","公園"
"晴明丘中央公園","大阪市阿倍野区北畠1丁目18","せいめいがおかちゅうおうこうえん","公園・スポーツ","公園","","","","","","近隣公園","","135.5053061","34.6262530000003","公園"
"晴明丘西公園","大阪市阿倍野区北畠3丁目3","せいめいがおかにしこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5000968","34.6296329000004","公園"
"大阪城弓道場","大阪市中央区大阪城3-4","おおさかじょうきゅうどうじょう","公園・スポーツ","体育施設","06-6941-9921","06-6941-9923","http://osakashi.opas.jp/chikubetu/chubu/chuo/kyuudoujyou/index.html","","https://www.osaka-heartfulweb.jp/050601.html","","","135.5334516","34.6833213700003","体育施設"
"中央スポーツセンター","大阪市中央区島之内2-12-31","ちゅうおうすぽーつせんたー","公園・スポーツ","体育施設","06-6211-2010","06-6211-2590","http://osakashi.opas.jp/genre/indoor/tyubu_kitaku_tyuoku_nishiku_tennojiku_naniwaku/tyuuou_spocen/index.html","","https://www.osaka-heartfulweb.jp/050602.html","","","135.508161","34.6717541400004","体育施設"
"中央屋内プール","大阪市中央区島之内2-7-8","ちゅうおうおくないぷーる","公園・スポーツ","体育施設","06-6212-5473","06-6212-5474","http://osakashi.opas.jp/chikubetu/chubu/chuo/tyuuou_pool/index.html","","https://www.osaka-heartfulweb.jp/050603.html","","","135.5088873","34.6712729400003","体育施設"
"修道館","大阪市中央区大阪城2-1","しゅうどうかん","公園・スポーツ","体育施設","06-6941-1523","06-6941-4189","http://osakashi.opas.jp/chikubetu/chubu/chuo/syuudoukan/index.html","","https://www.osaka-heartfulweb.jp/050604.html","","","135.5249204","34.6843136300003","体育施設"
"北大江公園","大阪市中央区石町１丁目3・島町１丁目5","きたおおえこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5149473","34.6890001000003","公園"
"東横堀緑道公園","大阪市中央区北浜・今橋・高麗橋・道修町・平野町・淡路町・瓦町・備後町・安土町（各１丁目）外","ひがしよこぼりりょくどうこうえん","公園・スポーツ","公園","","","","","","緑道","","135.5094442","34.6886968000003","公園"
"中大江公園","大阪市中央区南新町２丁目1・糸屋町２丁目2","なかおおえこうえん","公園・スポーツ","公園","","","","","","近隣公園","","135.5137858","34.6851280000003","公園"
"久宝公園","大阪市中央区北久宝寺町３丁目1","きゅうほうこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5028032","34.6801891000004","公園"
"谷四錦郷公園","大阪市中央区農人橋１丁目2・和泉町１丁目1","たによんきんごうこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5163641","34.6800439000003","公園"
"越中公園","大阪市中央区玉造２丁目24","えっちゅうこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5271783","34.6793111000003","公園"
"城南公園","大阪市中央区森ノ宮中央１丁目20","じょうなんこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5320218","34.6791582000003","公園"
"玉造公園","大阪市中央区玉造２丁目20","たまつくりこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5288107","34.6768559000003","公園"
"広小路公園","大阪市中央区上町１丁目19","ひろこうじこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5228307","34.6778971000003","公園"
"銅座公園","大阪市中央区内久宝寺町２丁目5","どうざこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5185673","34.6780970000003","公園"
"南大江公園","大阪市中央区粉川町6・神崎町1","みなみおおえこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5134192","34.6781058000003","公園"
"空堀桃谷公園","大阪市中央区上本町西２丁目5","からほりももだにこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5187559","34.6741779000003","公園"
"道仁公園","大阪市中央区島之内２丁目5","どうにんこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5093667","34.6705220000003","公園"
"東平南公園","大阪市中央区上本町西５丁目1","とうへいみなみこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5191332","34.6687610000003","公園"
"黒門公園","大阪市中央区日本橋２丁目12","くろもんこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5074782","34.6641081000003","公園"
"大阪城公園","大阪市中央区大阪城1-1外","","公園・スポーツ","公園","","","","","","歴史公園","","135.5260371","34.6872376900003","公園"
"東横堀公園","大阪市中央区本町橋5","ひがしよこぼりこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5103362","34.6827221000003","公園"
"森之宮公園","大阪市中央区森ノ之宮中央１丁目13","もりのみやこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.532744","34.6804639000003","公園"
"難波宮跡公園","大阪市中央区法円坂1丁目6","なにわのみやあとこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5224392","34.6800860000003","公園"
"寺山公園","大阪市中央区上町１丁目2","てらやまこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5262418","34.6773309000003","公園"
"御津公園","大阪市中央区西心斎橋２丁目11","みつこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.4979139","34.6720720000004","公園"
"瓦屋町公園","大阪市中央区瓦屋町2-9","","公園・スポーツ","公園","","","","","","街区公園","","135.51286","34.6700800000003","公園"
"高津公園","大阪市中央区高津１丁目1・中寺２丁目4","こうづこうえん","公園・スポーツ","公園","","","","","","近隣公園","","135.5142668","34.6686531000003","公園"
"難波千日前公園","大阪市中央区難波千日前5","なんばせんにちまえこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5046748","34.6638528000003","公園"
"桃園公園","大阪市中央区谷町６丁目5","とうえんこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5155718","34.6744689000003","公園"
"大道公園","大阪市東淀川区大道南2-16","だいどうこうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5500281","34.7445358000003","公園"
"淡路3公園","大阪市東淀川区淡路3-13","あわじ３こうえん","公園・スポーツ","公園","06-6309-0008","","","","","街区公園","","135.5133809","34.7377384400003","公園"
"阿倍野スポーツセンター","大阪市阿倍野区阿倍野筋3-10-1-100","あべのすぽーつせんたー","公園・スポーツ","体育施設","06-6647-0086","06-6647-0190","http://osakashi.opas.jp/chikubetu/nanbu/abeno/abenosc/index.html","","https://www.osaka-heartfulweb.jp/190601.html","","","135.5113232","34.6421660600003","体育施設"
"晴明丘公園","大阪市阿倍野区阿倍野元町15","せいめいがおかこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5076669","34.6297641000003","公園"
"阿倍野旭公園","大阪市阿倍野区旭町1丁目6","あべのあさひこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5084114","34.6451171000003","公園"
"都島屋内プール","大阪市都島区都島本通4-12-7","みやこじまおくないぷーる","公園・スポーツ","体育施設","06-6922-8005","06-6922-8007","http://osakashi.opas.jp/chikubetu/toubu/miyakojima/miyakojimaokunaipool/index.html","","https://www.osaka-heartfulweb.jp/020602.html","","","135.5326484","34.7073318600003","体育施設"
"金塚ふれあい西公園","大阪市阿倍野区旭町3丁目","かなづかふれあいにしこうえん","公園・スポーツ","公園","","","","","","近隣公園","","135.5081998","34.6436390000003","公園"
"京橋公園","大阪市都島区東野田町2-6","きょうばしこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5311749","34.6977141000003","公園"
"北畠公園","大阪市阿倍野区王子町3丁目8","きたばたけこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5096638","34.6285441000003","公園"
"浪速スポーツセンター","大阪市浪速区難波中3-8-8","なにわすぽーつせんたー","公園・スポーツ","体育施設","06-6643-6444","06-6643-6445","http://osakashi.opas.jp/chikubetu/chubu/naniwa/naniwa_spocen/shisetsu_detail/1359541033581.html","","https://www.osaka-heartfulweb.jp/100601.html","","","135.4989706","34.6613084800004","体育施設"
"阪南公園","大阪市阿倍野区王子町4丁目1","はんなんこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.5116918","34.6259861000003","公園"
"阿倍野屋内プール","大阪市阿倍野区阿倍野筋3-13-23","あべのおくないぷーる","公園・スポーツ","体育施設","06-6636-7290","06-6636-7291","http://osakashi.opas.jp/chikubetu/nanbu/abeno/abenookunaipool/index.html","","https://www.osaka-heartfulweb.jp/190602.html","","","135.5099861","34.6433037600003","体育施設"
"阿倍野屋内プールトレーニング場","大阪市阿倍野区阿倍野筋3－13－23　阿倍野屋内プール内","あべのおくないぷーるとれーにんぐじょう","公園・スポーツ","体育施設","06-6636-7290","06-6636-7291","http://osakashi.opas.jp/genre/training/nambu_abenoku_suminoeku_sumiyoshiku_higashisumiyoshiku_hiranoku_nishinariku/abnookunaipt/index.html","","06-6636-7290","","","135.5098417","34.6435112000003","体育施設"
"旭スポーツセンター","大阪市旭区高殿5-3-25","あさひすぽーつせんたー","公園・スポーツ","体育施設","06-6951-6575","06-6951-6580","http://osakashi.opas.jp/chikubetu/toubu/asahi/asahisportscenter/index.html","","https://www.osaka-heartfulweb.jp/160601.html","","","135.5406117","34.7170005500003","体育施設"
"旭公園","大阪市旭区高殿5-7","","公園・スポーツ","公園","","","","","","地区公園","","135.54091","34.7183600000003","公園"
"旭屋内プール","大阪市旭区高殿6-14-6","あさひおくないぷーる","公園・スポーツ","体育施設","06-6955-6491","06-6955-6492","http://osakashi.opas.jp/genre/swim/tobu_miyakojimaku_higashinariku_ikunoku_jotoku_tsurumiku/asahiokunaipool/index.html","","https://www.osaka-heartfulweb.jp/160602.html","","","135.5462602","34.7178653200002","体育施設"
"城北公園","大阪市旭区生江3-29","","公園・スポーツ","公園","","","","","","総合公園","","135.5396445","34.7293049700003","公園"
"磯路中央運動場","大阪市港区磯路2-17","いそじちゅうおううんどうじょう","公園・スポーツ","体育施設","06-6571-0552","06-6572-1663","","","","http://osakashi.opas.jp/genre/soccer/seibu_minatoku_taisyoku_hukushimaku_konohanaku/isojichuoundojo/shisetsu_detail/1362989747920.html","","135.458947000001","34.6660362000005","体育施設"
"港スポーツセンター","大阪市港区田中3-1-128","みなとすぽーつせんたー","公園・スポーツ","体育施設","06-6576-4081","06-6576-4082","http://osakashi.opas.jp/genre/indoor/seibu_minatoku_taisyoku_hukushimaku_konohanaku/minatosportscenter/index.html","","https://www.osaka-heartfulweb.jp/070602.html","","","135.445730700001","34.6618001300005","体育施設"
"大阪プール","大阪市港区田中3-1-20","おおさかぷーる","公園・スポーツ","体育施設","06-6571-2010","06-6571-2023","http://osakashi.opas.jp/chikubetu/seibu/minato/osakapool/index.html","","https://www.osaka-heartfulweb.jp/070603.html","","","135.447262100001","34.6608454500005","体育施設"
"大阪プールアイススケート場","大阪市港区田中3-1-20","おおさかぷーるあいすすけーとじょう","公園・スポーツ","体育施設","06-6571-2010","","http://osakashi.opas.jp/genre/ice_skate/seibu_minatoku_taisyoku_hukushimaku_konohanaku/osakapool_iceskate/index.html","","06-6571-2010","","","135.447289300001","34.6608500000005","体育施設"
"中央体育館","大阪市港区田中3-1-40","ちゅうおうたいいくかん","公園・スポーツ","体育施設","06-6576-0800","06-6576-0080","http://osakashi.opas.jp/chikubetu/seibu/minato/osakachuotaiikukan/index.html","","https://www.osaka-heartfulweb.jp/070601.html","","","135.444460400001","34.6595633400005","体育施設"
"中央体育館トレーニング室","大阪市港区田中3-1-40","ちゅうおうたいいくかんとれーにんぐしつ","公園・スポーツ","体育施設","06-6576-0071","","http://osakashi.opas.jp/chikubetu/seibu/minato/osakachuotaiikutraning/index.html","","06-6576-0071","","","135.444464300001","34.6593308000006","体育施設"
"九条東公園","大阪市西区九条2-19","","公園・スポーツ","公園","","","","","","街区公園","","135.471850000001","34.6756100000004","公園"
"九条公園","大阪市西区九条南1－1","くじょうこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.477144600001","34.6719896000004","公園"
"九条南公園","大阪市西区九条南2－19","くじょうみなみこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.472509300001","34.6722256000004","公園"
"九条北公園","大阪市西区九条南4-19","","公園・スポーツ","公園","","","","","","街区公園","","135.468039100001","34.6756815500005","公園"
"靱庭球場","大阪市西区靱本町1-9-3","うつぼていきゅうじょう","公園・スポーツ","体育施設","06-6441-6211","06-6441-6226","http://osakashi.opas.jp/chikubetu/chubu/nishi/utsubo_teikyujo/index.html","","https://www.osaka-heartfulweb.jp/060605.html","","","135.4955861","34.6863110000004","体育施設"
"靭テニスセンター","大阪市西区靭本町2-1-14","うつぼてにすせんたー","公園・スポーツ","体育施設","06-6441-6211","06-6441-6226","http://osakashi.opas.jp/genre/tennis/tyubu_kitaku_tyuoku_nishiku_tennojiku_naniwaku/utsubotenniscenter/index.html","","https://www.osaka-heartfulweb.jp/060603.html","","","135.491599000001","34.6842547600004","体育施設"
"西スポーツセンター","大阪市西区立売堀4-10-18","にしすぽーつせんたー","公園・スポーツ","体育施設","06-6538-3413","06-6538-3419","http://osakashi.opas.jp/genre/indoor/tyubu_kitaku_tyuoku_nishiku_tennojiku_naniwaku/nishisportscenter/index.html","","https://www.osaka-heartfulweb.jp/060602.html","","","135.487620400001","34.6807186700004","体育施設"
"松島野球場","大阪市西区千代崎1-3","まつしまやきゅうじょう","公園・スポーツ","体育施設","06-6941-1144","06-6943-6877","","","","http://osakashi.opas.jp/genre/baseball_softball/tyubu_kitaku_tyuoku_nishiku_tennojiku_naniwaku/matsushima_yakyujo/index.html","","135.480189200001","34.6761278000004","体育施設"
"西屋内プール","大阪市西区本田1-4-16","にしおくないぷーる","公園・スポーツ","体育施設","06-6581-7601","06-6581-7602","http://osakashi.opas.jp/genre/swim/tyubu_kitaku_tyuoku_nishiku_tennojiku_naniwaku/nishiokunaipool/index.html","","https://www.osaka-heartfulweb.jp/060604.html","","","135.481641700001","34.6778864300004","体育施設"
"西船場公園","大阪市西区京町堀1-11","にしせんばこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.494272300001","34.6877831000004","公園"
"花乃井公園","大阪市西区京町堀2-11","","公園・スポーツ","公園","","","","","","街区公園","","135.489520000001","34.6856100000004","公園"
"江戸堀公園","大阪市西区京町堀3-7","えどぼりこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.486467100001","34.6842829000004","公園"
"靱公園（東園）","大阪市西区靱本町1-9","うつぼこうえん（ひがしえん）","公園・スポーツ","公園","","","http://www.osakapark.osgf.or.jp/utsubo/","","","総合公園","","135.4956892","34.6855250000004","公園"
"靱公園（西園）","大阪市西区靱本町2-1","うつぼこうえん（にしえん）","公園・スポーツ","公園","","","http://www.osakapark.osgf.or.jp/utsubo/","","","総合公園","","135.489703700001","34.6838556000004","公園"
"靱公園（バラ園）","大阪市西区靱本町1-9","うつぼこうえん（ばらえん）","公園・スポーツ","公園","","","http://www.osakapark.osgf.or.jp/utsubo/","","","総合公園","","135.494457600001","34.6857983000004","公園"
"新阿波座公園","大阪市西区阿波座1－8","しんあわざこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.495543700001","34.6810892000004","公園"
"阿波座南公園","大阪市西区立売堀2－2","あわざみなみこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.491594200001","34.6797440000004","公園"
"薩摩堀公園","大阪市西区立売堀4－2","さつまぼりこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.488230900001","34.6806360000004","公園"
"島津公園","大阪市西区立売堀5-4","","公園・スポーツ","公園","","","","","","街区公園","","135.485760000001","34.6795000000004","公園"
"新町北公園","大阪市西区新町1－15","しんまちきたこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.4948969","34.6780888000004","公園"
"新町南公園","大阪市西区新町2－6","しんまちみなみこうえん","公園・スポーツ","公園","","","","","","街区公園","","135.492800200001","34.6763668000004","公園"
